id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
36351210,"Bright, Modern Condo In the Heart Of Downtown",62441483,Chris,,Waterfront Communities-The Island,43.64237,-79.40071,Entire home/apt,130,30,13,2020-03-04,0.34,1,33,0,
36109488,Private Rooftop Apartment with Patio and Parking,271620998,Sylvia,,Moss Park,43.65956,-79.36779,Entire home/apt,327,3,133,2022-09-04,3.49,1,57,38,STR-2012-GZBHHH
36110830,Greenwood Terrace Guest Suite 3,6969076,Darren,,South Riverdale,43.66818,-79.33123,Entire home/apt,146,2,138,2022-09-01,3.64,3,147,55,STR-2009-GYWHBH
36354697,Midtown place basement,272796519,Nasser,,Newtonbrook West,43.7925,-79.42942,Entire home/apt,60,28,17,2022-08-21,0.47,3,281,6,STR-2202-FKLDVB
36111629,"GRAFFITI HOUSE- Queen W, Sleeps 10 & 2 x Free PRK",448622620,Tosha,,Waterfront Communities-The Island,43.647323556112106,-79.3983800416508,Entire home/apt,564,1,85,2022-09-04,2.20,1,61,45,STR-2202-GRLDVG
36354720,Modern Retreat in Trendy JUNCTION Neighbourhood,273391128,James And Rachel,,Junction Area,43.67072,-79.46623,Entire home/apt,132,2,202,2022-08-28,5.25,1,10,70,STR-2012-HQVDVK
36112595,1 Bed Seaton Village Apartment,20324853,Hugo,,Annex,43.67144,-79.41808,Entire home/apt,95,28,5,2022-07-06,0.13,1,0,1,
36355434,⚡Trendy 1bd + Den with City and Lake Views ⭐,273400138,David,,Waterfront Communities-The Island,43.63929,-79.39852,Entire home/apt,179,28,49,2022-08-13,1.28,1,246,6,
36118964,EXCEPTIONALLY STYLISH CONDO IN CORE DOWNTOWN,217010575,Richard,,Waterfront Communities-The Island,43.64241,-79.39785,Entire home/apt,280,28,29,2020-03-15,0.75,1,342,0,
36355814,Elegant Modern 1Br Condo in Entertainment District,27358665,Insiya,,Waterfront Communities-The Island,43.64889,-79.39188,Entire home/apt,130,28,2,2019-09-01,0.05,1,0,0,
36119964,Stylish 1 BR condo near subway with downtown view,271699684,Jessica,,Yorkdale-Glen Park,43.72381,-79.45769,Entire home/apt,120,28,70,2021-03-08,1.81,1,337,0,Exempt
36356722,5分钟到eaton centre楼下有超市便利店奶茶店离多伦多大学10分钟路程,258424879,Mars,,Bay Street Corridor,43.6585,-79.38552,Private room,70,28,16,2019-08-30,0.41,1,0,0,
36138603,1 minute to Bloor/Yonge Station- Yorkville Condo,271816543,Zhigang,,Church-Yonge Corridor,43.66988,-79.3849,Private room,99,28,1,2019-06-30,0.03,1,0,0,
36359368,Charming Apartment in Uptown Toronto,126178545,Martha,,Newtonbrook East,43.79679,-79.41533,Entire home/apt,204,2,14,2022-07-01,0.37,1,10,9,STR-2012-HTXRVL
36363247,Destination. home away from home,44861757,Ademola,,Waterfront Communities-The Island,43.64062,-79.39216,Entire home/apt,380,28,1,2019-07-19,0.03,1,365,0,
36146621,"Elegant 3 BDRM + 2 BATH + Parking - MTCC, CN Tower",271873529,Jell & David,,Waterfront Communities-The Island,43.64385,-79.39182,Entire home/apt,188,28,72,2022-07-18,1.91,3,5,2,
36148731,COZY Private Room(A) close to Downtown,271871372,Dinesh/Bishnu,,Kennedy Park,43.71804,-79.2602,Private room,38,28,4,2019-10-13,0.11,2,0,0,
36373887,Sunny 2 Bedroom Condo with view of High Park,258105776,Laura,,High Park North,43.6556,-79.4614,Entire home/apt,200,28,2,2022-04-10,0.18,4,337,2,
36392108,Beautiful main floor apartment in the Annex,273646031,Karam,,Annex,43.67188,-79.41587,Entire home/apt,65,28,27,2022-08-08,0.71,4,1,4,
36150210,Lakefront Beach House in the City,101289672,Francis,,The Beaches,43.66784,-79.29396,Entire home/apt,638,3,20,2022-08-22,0.53,1,0,5,STR-2010-FQBDPC
36393474,Love nest,25553854,0365,,Bendale,43.7721,-79.26103,Entire home/apt,150,28,0,,,2,0,0,
36150918,"Private Basement ,Two  bedrooms ,   ,separate door",270604691,Sedi,,Old East York,43.69723,-79.32838,Entire home/apt,120,29,8,2021-10-07,0.21,2,136,1,STR-2010-JDLXPM
36411336,Midtown place,272796519,Nasser,,Newtonbrook West,43.79394,-79.4295,Entire home/apt,50,28,0,,,3,0,0,STR-2009-FRRRPC
36413929,Beautiful Guest Suite in Great Area 5 min from UP,181132072,Beth,,Dovercourt-Wallace Emerson-Junction,43.6577,-79.44762,Entire home/apt,86,7,168,2022-08-28,4.42,1,320,63,STR-2204-FDTPHB
36151844,RAPTOR Private Sunshine Room Separate Entrance,266293258,Gina,,Pleasant View,43.80108,-79.33856,Private room,80,28,34,2022-05-28,0.89,2,104,5,
36419477,Family home,54777597,Simone,,Birchcliffe-Cliffside,43.689,-79.26853,Private room,100,28,2,2019-08-13,0.05,2,89,0,
36166164,Studio apartment in Cliffside Village,272006111,Xue Mei,,Birchcliffe-Cliffside,43.70432,-79.25141,Entire home/apt,75,28,10,2022-01-31,0.26,1,249,2,
36168830,Wilderness Suite- No Cleaning fee,167034435,Kevin,,Moss Park,43.66131,-79.37172,Private room,209,28,156,2021-02-14,4.02,24,364,0,Exempt
36420402,1 private BR + WC In gorgeous harbour front TO,43577327,Juan,,Waterfront Communities-The Island,43.64055,-79.38272,Private room,157,28,0,,,1,0,0,
36171393,"Modern 1,170 sq.ft two-bedroom condo on Bay",14041119,Adel,,Bay Street Corridor,43.66635,-79.38677,Entire home/apt,319,6,28,2022-08-13,0.74,1,95,17,STR-2009-HXQKPL
36422473,Gem of Toronto 4 Brms Stylish Home w free parking,173657094,Tetyana,,Eringate-Centennial-West Deane,43.66775,-79.56286,Entire home/apt,350,28,0,,,2,0,0,
36423050,KingWest Condo Brand New,273851254,Bianca Rosa,,Waterfront Communities-The Island,43.64206,-79.40149,Entire home/apt,129,28,1,2019-07-12,0.03,1,0,0,
36172162,King and Church /  St. Lawrence Market New Condo,2364239,Peter,,Church-Yonge Corridor,43.64859,-79.37564,Entire home/apt,125,28,7,2020-03-22,0.18,1,0,0,
36177632,2BR 1.5BA Suite + Parking + Stunning city views!,269243315,Alec And Lily,,Waterfront Communities-The Island,43.64197,-79.38174,Entire home/apt,813,1,143,2022-08-01,3.69,54,250,17,STR-2109-GPJVHG
